02.07.2015                     Dynamic List Display                            1


	KTOPL	KSTAR	KTEXT	LTEXT
	CATW	52120000	Raw materials scrapp	Raw materials scrapped
	CATW	52130000	Supplies Consumed	Supplies Consumed
	CATW	52140000	Spare Parts consumed	Spare Parts consumed
	CATW	52150000	OEM products consume	OEM products consumed
	CATW	52160000	Change in stock	Semi-finished Products Consumed
	CATW	56110000	Cost of Services	Cost of Services
	CATW	57110000	Direct Mat. Price V.	Direct Material Price Variance
	CATW	57120000	Direct Mat.Quant.V.	Direct Material Quantity Variance
	CATW	57210000	Direct Labour Rate V	Direct Labour Rate Variance
	CATW	57220000	Direct La.Eff.Var	Direct Labour Efficiency Variance
	CATW	57310000	Overhead Spending V.	Overhead Spending Variance
	CATW	57320000	Overh.Eff.Variance	Overhead Efficiency Variance
	CATW	57330000	Overhead Vol. Vari.	Overhead Volume Variance
	CATW	58810000	Other Operating Cost	Other Operating Costs
	CATW	61100000	Oper.Exp.- Salary	Operating Expenses - Salary and Wages
	CATW	61110000	Oper.Exp. - Rent	Operating Expenses - Rent
	CATW	61120000	Oper.Exp.-Stationary	Operating Expenses - Stationary Supplies
	CATW	61130000	Oper.Exp.-Travelling	Operating Expenses - Travelling Expense
	CATW	61150000	Op.Exp.-Post/Telecom	Operating Expenses - Postage and Phone/F
	CATW	61170000	Oper.Exp -Advertism.	Operating Expenses - Advertisment
	CATW	61180000	Oper.Exp. -Utilities	Operating Expenses - Utilities
	CATW	61190000	Oper.Exp. -Insurance	Operating Expenses - Insurance
	CATW	61220000	Oper.Exp. - Taxes	Operating Expenses - Taxes
	CATW	61240000	Op.Exp.-Depreciation	Operating Expenses - Depreciation
	CATW	61880000	Oper.Exp. - Other	Operating Expenses - Others
	CATW	62100000	Admin.Exp.-Salaray	General and Administration Expenses - Sa
	CATW	62110000	Admin Exp.- Rent	General and Administration Expense - Ren
	CATW	62130000	Admin Exp.-Traveling	General and Administration Expense - Tra
	CATW	62150000	AdminExp-Post/Tele	General and Administration Expense - Pos
	CATW	62170000	Admin.Exp- Advertism	General and Administration Expense - Adv
	CATW	62180000	Admin.Exp.-Utilities	General and Administrative Expenses - Ut
	CATW	62190000	Admin.Exp-Insurance	General and Administration Expense - Ins
	CATW	62220000	Admin.Exp.-Taxes	General and Administration Expense - Tax
	CATW	62880000	Admin.Exp.-Others	General and Administration Expense - Oth
	CATW	63100000	R&D Exp.- Salary/Wg.	Research and Development Expenses - Sala
	CATW	63110000	R&D Exp.- Rent	Research and Development Expenses - Rent
	CATW	63120000	R&D Exp.-Stationery	Research and Development Expenses - Stat
	CATW	63150000	R&D Exp.-Pst/Telecom	Research and Development Expenses -Posta
	CATW	63170000	R&D-Advertisement	Research and Development Expenses - Adve
	CATW	63180000	R&D-Exp.-Utilities	Research and Development Expenses - Util
	CATW	63190000	R&D Exp.- Insurance	Research and Development Expenses - Insu
	CATW	63220000	R&D Exp.-Taxes	Research and Development Expenses - Taxe
	CATW	63880000	R&D Exp.-Others	Research and Development Expenses - Othe
	CATW	71100000	Overhead: Material	Overhead: Material
	CATW	71200000	Overhead: Production	Overhead: Production
	CATW	71300000	Overhead: Admin.	Overhead: Administration
	CATW	71400000	Overhead: Sales	Overhead: Sales and Distribution
	CATW	72100000	WIP: Primary inv.	WIP/RA: Primary inventory costs
	CATW	72200000	WIP: Primary remain.	WIP/RA: Primary remainder costs
	CATW	72300000	WIP: Sec. inventory	WIP/RA: Secondary inventory costs
	CATW	72400000	WIP: Sec. remainder	WIP/RA: Secondary remainder costs
	CAUA	21990000	Changes in stock	Changes in stock - unfinished production
	CAUA	21991000	Changes in stock - u	Changes in stock - unfinished production
	CAUA	21992000	Changes in stock - u	Changes in stock - unfinished production
	CAUA	25990000	Changes in stock	Changes in stock - unfinished production
	CAUA	25991000	Chang in stock w/oPP	Changes in stock - unfin product w/o PP
	CAUA	25992000	Changes in stock- PP	Changes in stock- unfinish prod. with PP
	CAUA	26990000	Changes in stocks of	Changes in stocks of finished goods
	CAUA	26991000	Changes in stocks of	Changes in stocks of finished goods
	CAUA	26992000	Changes in stocks of	Changes in st. of finish goods self-prod
	CAUA	32010100	Raw/basic materials	Consumption of raw and basic materials-
	CAUA	32010200	ConsAuxiliarMaterial	Consumption of auxiliary materials - Pro
	CAUA	32010300	Purch.acces/semi-fin	Purchased accessory and semi-finished pr
	CAUA	32010400	External activities	External activities and services
	CAUA	32010500	Natural raw material	Consumption of natural raw materials and
	CAUA	32010600	Fuel	Bought from external enterprises fuel
	CAUA	32010700	Energy	Bought energy for technol.,energ.and oth
	CAUA	32010800	Natural loss	Loss within of quota norms of natural lo
	CAUA	32010900	Recycled materials	Consumption of recycled materials - prod
	CAUA	32011000	ConsumpOtherMaterial	Consumption of other materials - Product
	CAUA	32011100	Pack costs,mat. prod	Packaging costs, pack materials in produ
	CAUA	32011200	Cos.spares in produc	Spares costs in production
	CAUA	32011300	Low val prod costs	Costs of low value and short term goods
	CAUA	32011400	Low val.tear in pr.	Low val.&short term products wearing out
	CAUA	32011500	OtherMaterProductCos	Other material production costs
	CAUA	32011600	LostFromScrap	Lost from scrap
	CAUA	32011700	ExtMaterialsQControl	Consumpt.-ext. mat. in quality control
	CAUA	32011800	St.ch/qual.contr	Production stock change, quality control
	CAUA	32020100	Basic salaries(prod)	Costs of basic salaries in production
	CAUA	32020200	Additional salaries	Costs of additional salaries in producti
	CAUA	32020210	Add.salaries - leave	Additional salaries- reserves of payment
	CAUA	32020220	Add.salaries - other	Additional salaries- other payments - pr
	CAUA	32020300	Payments by legislat	Payments according to legislation
	CAUA	32020400	Personnel training	Personnel training and skill conversion
	CAUA	32020500	Works/agr.with citiz	Works according to agreement with citize
	CAUA	32020600	Payments for redund.	Payments for redundants
	CAUA	32020700	Other labour expense	Other expenses for labour remuneration
	CAUA	32030100	State social insuran	Costs: state social insurance
	CAUA	32030200	State pencion.insur.	Costs: state pensionary insurance
	CAUA	32030300	State pencion.insur.	Costs: state pensionary insurance
	CAUA	32030400	Chernobyl fund	Payments in chernobyl fund
	CAUA	32040100	Deprec.of fixed asse	Depreciation of own fixed assets - produ
	CAUA	32040200	Depr.of l.-term f/as	Depreciation of long-term rented fixed a
	CAUA	32040300	Pr.costs.wear.n-mat	Production costs - wearing out of non-ma
	CAUA	32050110	Bussines trip paymen	Bussines trip payments
	CAUA	32050120	Consulting/itservice	Consulting and information services
	CAUA	32050130	Production certifica	Payments of production certification
	CAUA	32050140	Pay of manag.servic.	Pay of services of other enterprises in
	CAUA	32050150	Techic.control.means	Pay of tech.controlling means: computer
	CAUA	32050160	Payment of licences	Payment of values of licences and oth.st
	CAUA	32050200	Transport of workers	Transportation of workers to work and ba
	CAUA	32050300	Watch method of work	Additional costs by watch method of work
	CAUA	32050400	Property insurance	Payments of obligat.enterprise property
	CAUA	32050500	% for financ.credits	Interests payable for financial credits
	CAUA	32050600	Service of com.banks	Payment of commercial banks service
	CAUA	32050700	Forms of securities	Production and acquisition of forms of s
	CAUA	32050800	Guarantee repair	Guarantee repair and production maintena
	CAUA	32050900	Storage, handling	Production realization: storage, handlin
	CAUA	32050901	Forwarding,insurance	Production realization: forwarding, insu
	CAUA	32050902	Pay of export duty	Payment of export duty and customs fees
	CAUA	32050903	Advertising/presale	Advertising and presale preparation of g
	CAUA	32051000	Extra fee on salary	Extra fee on salary and author's remuner
	CAUA	32051100	Other taxes	Other taxes
	CAUA	32051200	Tech.inevitabl.scrap	Loss over technically inevitable scrap
	CAUA	32051300	Concession payments	Concession payments for natural minerals
	CAUA	32051400	Annual report promul	Costs for annual report promulgation
	CAUA	32051500	Contaminant discharg	Pay for contaminant discharges in enviro
	CAUA	32051600	Paid interest/fix.as	Sum of paid interest of lessee for fix.a
	CAUA	32051700	Recruitment expenses	Recruitment expenses
	CAUA	32051800	Alloc.road repairs	Allocations for road repairs
	CAUA	32051900	Man.alloc.st.innov.f	Costs of man.alllocations to state innov
	CAUA	32052000	Man.al.to non-bud fu	Costs for manufacturing alloc. to other
	CAUA	32052100	Vehicle costs	Vehicle costs
	CAUA	32052900	Other expenses	Other expenses
	CAUA	32703000	St. vacation bonus	Standard vacation bonus
	CAUA	32703001	Annual bonus	Standard annual bonus
	CAUA	32703002	Other personnel exp.	Other personnel expenses
	CAUA	32704000	Other imputed costs	Other accrued costs
	CAUA	32722000	Settlement of orders	Sales revenue from settlement of orders
	CAUA	32722001	Income actv. orders	Gain-capitalization of settled orders
	CAUA	32891010	Raw/basic mater(rep)	Consumption of raw and basic materials -
	CAUA	32891020	Pur.acc/sem-fin(rep)	Purchased accessory and semi-finis.produ
	CAUA	32891030	Oth.mater.costs(rep)	Other material costs - repair
	CAUA	32892010	Bas.salar.costs(rep)	Basic salary costs - repair
	CAUA	32892020	Add.sal.costs-(rep)	Additional salary costs - others payment
	CAUA	32893001	Mat.non-man.costs	Material non-manufacturing costs
	CAUA	32893002	Non-man.salaries cos	Non-manuf. salaries costs
	CAUA	32893003	Non-man.al. to soc.	Non-manufacturing allocations for social
	CAUA	32893004	Dep.non-man.fix.as.	Depreciation non-man.fixed assets
	CAUA	32893005	Other non-man costs	Other non-manufacturing costs
	CAUA	34210000	Int., material costs	Internal settlement, material costs
	CAUA	34210001	Int. personnel costs	Internal settlement, personnel costs
	CAUA	34210002	Int. other costs	Internal settlement, other costs
	CAUA	34210003	Int. prof. segment	Internal settlement, prof. segment
	CAUA	34310000	WIP/results analysis	WIP/results analysis
	CAUA	34310001	Results analysis:Rev	Results analysis: Revenues
	CAUA	34310002	WIP: Primary inv.	WIP/RA: Primary inventory costs
	CAUA	34310003	WIP: Primary remain.	WIP/RA: Primary remainder costs
	CAUA	34310004	WIP: Primary rev.	WIP/RA: Primary revenue costs
	CAUA	34310012	WIP: Sec. inventory	WIP/RA: Secondary inventory costs
	CAUA	34310013	WIP: Sec. remainder	WIP/RA: Secondary remainder costs
	CAUA	34310014	WIP: Secondary rev.	WIP/RA: Secondary revenue costs
	CAUA	34410000	Overhead: Material	Overhead: Material
	CAUA	34410001	Overhead: Production	Overhead: Production
	CAUA	34410002	Overh:Administration	Overhead: Administration
	CAUA	34410003	Overhead: Sales	Overhead: Sales and distribution
	CAUA	34420000	Assessment cafeteria	Assessment cafeteria
	CAUA	34420001	Assessment water	Assessment water
	CAUA	34420002	Ass. CCtr to rev obj	Assessment cost center to revenue object
	CAUA	34430000	IAA Production hours	Internal acty alloc., production hours
	CAUA	34430001	IAA Setup	Internal acty alloc., setup
	CAUA	34430002	IAA Cafeteria	Internal acty alloc., cafeteria
	CAUA	34430003	IAA Water	Internal acty alloc., water
	CAUA	34500000	PRIO: Sales revenue	Proj.-relat. incom orders: Sales revenue
	CAUA	34510000	PRIO:Other revenue	Proj.-relat. incom. orders:Other revenue
	CAUA	34520000	PRIO: Costs	Project-related incoming orders: Costs
	CAUA	34610000	Earned value	Earned value
	CAUA	40990000	Changes in stocks of	Changes in stocks of finished goods
	CAUA	40991000	Changes in stocks of	Changes in stocks of finished goods
	CAUA	40992000	Changes in stocks of	Changes in stocks of finished goods self
	CAUA	80100000	Raw/basic materials	Consumption of raw and basic materials-
	CAUA	80200000	Purch.acces/semi-fin	Purchased accessory and semi-finished pr
	CAUA	80301000	Fuel	Bought from external enterprises fuel
	CAUA	80302000	Energy	Bought energy for technol.,energ.and oth
	CAUA	80400000	Pack costs,mat. prod	Packaging costs, pack materials in produ
	CAUA	80500000	Bought materials	Bought materials in production for techn
	CAUA	80600000	Cos.spares in produc	Spares costs in production
	CAUA	80700000	AgriculturalMaterial	Agricultural  materials
	CAUA	80800000	Other mat.prod.costs	Other material production costs
	CAUA	80900000	Natural loss	Loss within of quota norms of natural lo
	CAUA	80901000	ConsumpOtherMaterial	Consumption of other materials - Product
	CAUA	80902000	Recycled materials	Consumption of recycled materials - prod
	CAUA	80903000	Low val prod costs	Costs of low value and short term goods
	CAUA	81100000	Basic salaries(prod)	Costs of basic salaries in production
	CAUA	81200000	Additional salaries	Costs of additional salaries in producti
	CAUA	81300000	Payments by legislat	Payments according to legislation
	CAUA	81400000	Add.salaries - leave	Additional salaries- reserves of payment
	CAUA	81500000	Add.salaries - other	Additional salaries- other payments - pr
	CAUA	81600000	Other labour expense	Other expenses for labour remuneration
	CAUA	81601000	Works/agr.with citiz	Works according to agreement with citize
	CAUA	81602000	Payments for redund.	Payments for redundants
	CAUA	82100000	State pencion.insur.	Costs: state pensionary insurance
	CAUA	82200000	State social insuran	Costs: state social insurance
	CAUA	82300000	StateFundOfEmploymen	Costs: state fund of employment
	CAUA	82400000	Chernobyl fund	Payments in chernobyl fund
	CAUA	83100000	Deprec.of fixed asse	Depreciation of own fixed assets - produ
	CAUA	83201000	Low val.tear in pr.	Low val.&short term products wearing out
	CAUA	83300000	Deprec.ofNon-materAs	Depreciation of non-material assets - pr
	CAUA	84010100	External activities	External activities and services
	CAUA	84010200	Consulting/itservice	Consulting and information services
	CAUA	84010300	Production certifica	Payments of production certification
	CAUA	84010400	Pay of manag.servic.	Pay of services of other enterprises in
	CAUA	84010500	Techic.control.means	Pay of tech.controlling means: computer
	CAUA	84010700	Transport of workers	Transportation of workers to work and ba
	CAUA	84010800	Watch method of work	Additional costs by watch method of work
	CAUA	84010900	Property insurance	Payments of obligat.enterprise property
	CAUA	84011000	% for financ.credits	Interests payable for financial credits
	CAUA	84011100	Service of com.banks	Payment of commercial banks service
	CAUA	84011200	Forms of securities	Production and acquisition of forms of s
	CAUA	84011300	Guarantee repair	Guarantee repair and production maintena
	CAUA	84011400	Pay of export duty	Payment of export duty and customs fees
	CAUA	84011500	Advertising/presale	Advertising and presale preparation of g
	CAUA	84011600	Tech.inevitabl.scrap	Loss over technically inevitable scrap
	CAUA	84011700	Concession payments	Concession payments for natural minerals
	CAUA	84011800	Paid interest/fix.as	Sum of paid interest of lessee for fix.a
	CAUA	84011900	Recruitment expenses	Recruitment expenses
	CAUA	84012000	Raw/basic mater(rep)	Consumption of raw and basic materials -
	CAUA	84012100	Pur.acc/sem-fin(rep)	Purchased accessory and semi-finis.produ
	CAUA	84012200	Oth.mater.costs(rep)	Other material costs - repair
	CAUA	84012300	Bas.salar.costs(rep)	Basic salary costs - repair
	CAUA	84012400	Add.sal.costs-(rep)	Additional salary costs - others payment
	CAUA	84020100	Natural raw material	Consumption of natural raw materials and
	CAUA	84020200	Payment of licences	Payment of values of licences and oth.st
	CAUA	84030100	ExtMaterialsQControl	Consumpt.-ext. mat. in quality control
	CAUA	84030200	St.ch/qual.contr	Production stock change, quality control
	CAUA	84030300	LostFromScrap	Lost from scrap
	CAUA	84040000	Bussines trip paymen	Bussines trip payments
	CAUA	84050000	Personnel training	Personnel training and skill conversion
	CAUA	85010100	Storage, handling	Production realization: storage, handlin
	CAUA	85010200	Forwarding,insurance	Production realization: forwarding, insu
	CAUA	85010300	Annual report promul	Costs for annual report promulgation
	CAUA	85010400	Contaminant discharg	Pay for contaminant discharges in enviro
	CAUA	85020100	Mat.non-man.costs	Material non-manufacturing costs
	CAUA	85020200	Non-man.salaries cos	Non-manuf. salaries costs
	CAUA	85020300	Non-man.al. to soc.	Non-manufacturing allocations for social
	CAUA	85020400	Dep.non-man.fix.as.	Depreciation non-man.fixed assets
	CAUA	85020500	Other non-man costs	Other non-manufacturing costs
	CAUA	88010000	Other taxes	Other taxes
	CAUA	89010000	Extra fee on salary	Extra fee on salary and author's remuner
	CAUA	89020100	Alloc.road repairs	Allocations for road repairs
